so_question_id,so_answer_score,status,total_score,resource,fixture_type,penalty,d1,d2,d3,d4,d5,g3_pass,g4_new,question_raw
mkn,0,accept,2.0,Ingress,conceptual,0.3,2,3,3,1,2,True,False,"<p>I have a kubernetes cluster and a nginx ingress. I have deployed an ingress to route traffic from a domain example.org to a specific container. Now, I am trying to block all requests which are not "
Kieren Johnstone,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm trying to verify that shutdown is completing cleanly on Kubernetes, with a .NET Core 2.0 app.</p>

<p>I have an app which can run in two ""modes"" - one using ASP.NET Core and one as a kind of wo"
Tuomas Toivonen,0,accept,2.15,Node,relationship,0.0,2,2,3,1,3,True,True,"<p>I initialized master node and joined workers nodes to the cluster with <code>kubeadm</code>. According to the logs worker nodes successfully joined to the cluster.</p>

<p>However, when I list the "
Sagi Mann,0,review,1.95,Pod,followup,0.0,2,2,2,1,3,True,True,"<p>I am running Docker Desktop 4.10 on Windows 10, with K8s enabled. I have the following k8s resources deployed through a helm chart, using Helm 3.12:</p>
<pre><code>apiVersion: v1
kind: PersistentVo"
Jonas,0,accept,2.4,Pod,conceptual,0.0,3,3,2,1,2,True,True,"<p>Headless VirtualBox successfully runs inside Docker container</p>

<pre><code>docker run --device=/dev/vboxdrv:/dev/vboxdrv my-vb
</code></pre>

<p>I need to run this image on Kubernetes and I get:"
Nikola Malešević,0,discard_score,1.4,Pod,followup,0.0,1,1,2,1,3,True,True,"<h1>What happened</h1>
<p>Resolving an external domain from within a pod fails with <strong>SERVFAIL</strong> message. In the logs, <strong>i/o timeout</strong> error is mentioned.</p>
<h1>What I expe"
suraj1287,0,review,1.95,Service,yaml_gen,0.3,3,2,3,1,1,True,False,"<p><strong>I'm setting up multi node cassandra cluster in kubernetes (Azure AKS),Since this a headless service with statefull set pods without having a external IP.
How can i connect my spark applicat"
Anton Kim,0,discard_score,1.75,Pod,conceptual,0.0,2,2,2,1,1,True,True,"<p>I would like to access role's aws key and secret within EKS pod but have been unsuccessful so far.</p>
<p>The idea is to retrieve them from instance metadata and inject them as ENV variables into p"
Chris Stryczynski,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I would like to migrate an application from one GKE cluster to another, and I'm wondering how to accomplish this while avoiding any downtime for this process.</p>
<p>The application is an HTTP web "
dippynark,0,discard_score,1.45,Pod,relationship,0.3,1,2,3,1,2,True,False,"<p>My workload needs network connectivity to start properly and I want to use a <a href=""https://kubernetes.io/docs/concepts/containers/container-lifecycle-hooks/#container-hooks"" rel=""nofollow norefe"
Richard Rublev,0,discard_score,1.7,Job,followup,0.0,2,1,2,1,3,True,True,"<p>I created a CronJob resource with</p>

<pre><code>kubectl create -f cronjob.yaml
</code></pre>

<p>Now I have too much mess on my comp,cronjob attempts to create one node every </p>

<pre><code>15 "
Divyansh Khandelwal,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,<p>I have 5 microservices which I wish to allow external traffic to. These microservices will be hosted on different subdomains. I am using K8s cluster on EKS and have the cluster and other services r
Navir,0,discard_score,1.4,Deployment,conceptual,0.3,1,3,2,1,1,True,False,"<p>I have a deployment on google gke, and I can't see the pod logs on the console even though the Cloud logging is enabled on the cluster?
So what could be the issue? did I miss something?</p>"
DaiKeung,0,review,1.85,Pod,yaml_gen,0.3,2,2,3,1,3,True,False,"<p>I allocated resource to 1 pod only with 650MB/30% of memory (with other built-in pods, limit memory is 69% only)</p>

<p>However, when the pod handling process, the usage of pod is within 650MB but"
wthamira,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am trying to create an S3 bucket using </p>

<p><code>aws s3api create-bucket —bucket kubernetes-aws-wthamira-io</code></p>

<p>It gives this error: </p>

<pre class=""lang-sh prettyprint-override"
Cédric Bloem,0,discard_score,1.45,Service,followup,0.3,2,2,2,1,1,True,False,"<p><strong>UPDATED</strong></p>

<p>Following the <a href=""https://www.youtube.com/watch?v=PitS8RiyDv8"" rel=""nofollow noreferrer"">AWS instance scheduler</a> I've been able to setup a scheduler that st"
bhnat,0,review,1.95,Ingress,yaml_gen,0.3,3,2,3,1,1,True,False,<p>I have an application deployed to kubernetes (AKS) where I have a mix of gRPC and http services.  I initially added the route for a new gRPC service to the existing ingress which was previously ser
Compendius,0,discard_score,1.3,Ingress,conceptual,0.3,2,1,2,1,2,True,False,<p>An ingress controller is a Layer 7 construct. Does it bypass the Service (VIP) and Layer 4 kube proxy?</p>
Anshul Tripathi,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I created an EKS cluster but while deploying pods, I found out that the native AWS CNI only supports a set number of pods because of the IP restrictions on its instances. I don't want to use any th"
Praveen Sripati,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have installed a K8S cluster on laptop using Kubeadm and VirtualBox. It seems a bit odd that the cluster has to be up and running to see the documentation as shown below.</p>

<pre><code>praveens"
Josh Newman,0,discard_g3,0.0,Job,conceptual,0.0,0,0,0,0,0,False,True,"<p>Is there a way to automatically remove completed Jobs besides making a CronJob to clean up completed Jobs?</p>

<p>The <a href=""http://kubernetes.io/docs/user-guide/jobs/"" rel=""noreferrer"">K8s Job "
ambikanair,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I want to know how label can be set while namespace is getting created in e2e.
This line of code simply creates a namespace <a href=""https://github.com/kubernetes/kubernetes/blob/v1.25.0/test/e2e/f"
RoyalCoachman,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>A word of warning, this is my first posting, and I am new to docker and Kubernetes with enough knowledge to get me into trouble.
I am confused about where docker container images are being stored a"
JJC,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Basically, when using Google Cloud Build, how do I read a value that was written in an earlier build step in subsequent steps? </p>

<p>Specifically, I'd like to make a custom image tag that's base"
Faisal,0,review,1.95,Service,relationship,0.3,3,2,3,1,1,True,False,<p>Currently I run a curl container and directly connect with its terminal to verify connectivity to services and check we can can connect on some port to an external service or a service maintained b
SpaceTrucker,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a container with a backend processing application that only connects to other services, but does not expose any ports it listens to. For example in my case it connects to a JMS broker and us"
agungardiyanta,0,review,1.9,Secret,conceptual,0.3,2,3,2,1,3,True,False,"<p>I plan to make secret in k8s from appsetting.json but how to store the file before using by devops pipelines</p>
<p>I want to store the appsettings.json and pipeline can fetch it to make a secret</"
Krishna,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Right now, I can add my ip using</p>
<pre><code>gcloud container clusters update core-cluster --zone=asia-southeast1-a --enable-master-authorized-networks --master-authorized-networks w.x.y.z/32
</"
Tristan Dubé,0,discard_score,1.35,Service,relationship,0.3,1,2,3,1,1,True,False,"<p>I am trying to run a Spark job on a separate master Spark server hosted on kubernetes but port forwarding reports the following error:</p>
<pre class=""lang-none prettyprint-override""><code>E0206 19"
KitKarson,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p>I am learning kubernetes by playing with minikube.</p>

<p>This is my pod deployment file which is fine.</p>

<pre><code>apiVersion: apps/v1
kind: Deployment
metadata:
  name: my-deployment
spec:
 "
mac,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Can I set the default namespace? That is:</p>

<pre><code>$ kubectl get pods -n NAMESPACE
</code></pre>

<p>It saves me having to type it in each time especially when I'm on the one namespace for m"
erkum,0,accept,2.35,Node,yaml_gen,0.0,3,2,3,1,2,True,True,"<p>I want to drain a Node from the Node itself. I therefore created a Service Account and added the token to the .kube/config file on the Node. I also creaded the Role Binding.</p>
<p>But I can't figu"
cryanbhu,0,discard_score,1.45,Pod,relationship,0.3,1,2,3,1,2,True,False,"<p>Is it possible to specify the Pod creation time as part of the k8s Pod Name?  </p>

<p><strong>Scenario:</strong><br>
I have many pods with the same name prefix (and uniquely generated tail-end of "
Weiwei Jiang,0,discard_score,1.3,Deployment,conceptual,0.3,2,1,2,1,2,True,False,"<p>After far as I know: </p>

<ul>
<li>deploymentconfig &rarr; replicationcontroller &rarr; pod</li>
</ul>

<p>vs.</p>

<ul>
<li>deployment &rarr; replicaset &rarr; pod</li>
</ul>

<p>Otherwise, do th"
Suge,0,discard_score,1.3,Namespace,followup,0.0,1,1,2,1,2,True,True,"<p>I got two types of strange situations when deploying Vault in Kubernetes and using <code>Kubernetes Auth</code> method</p>
<blockquote>
<p>Kubernetes version: v1.25.6<br />
Vault version: v1.12.1</"
Dilu,0,discard_score,1.5,Service,conceptual,0.3,3,1,2,1,1,True,False,"<p>Any help much appreciated , I have couple of spring boot application running in aks with default profile , i am trying to change the profile from my deployment.yaml using helm</p>
<pre><code>
apiVe"
Dimitrih,0,review,1.85,Pod,relationship,0.3,2,2,3,1,3,True,False,<p>I have a cluster that scales based on the CPU usage of my pods. The documentation states that i should prevent <em>thrashing</em> by scaling to fast. I want to play around with the autoscaling spee
enerudfwqenq,0,discard_score,1.65,Secret,conceptual,0.3,2,2,2,1,3,True,False,"<p>I have set up Kubernetes secrets.</p>

<pre><code>kubectl create secret generic mysecret --from-file=mysecret=/home/ubuntu/secret.txt
</code></pre>

<p>And this secret can be converted to plaintext"
Oskar,0,discard_g3,0.0,Pod,conceptual,0.0,0,0,0,0,0,False,True,"<p>I am stuggling with a simple one replica deployment of the <a href=""https://hub.docker.com/r/eventstore/eventstore/"" rel=""nofollow noreferrer"">official event store image</a> on a Kubernetes cluster"
jlyh,0,discard_g3,0.0,Job,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a container that runs some data fetching from a MySQL database and simply displays the result in console.log(), and want to run this as a cron job in GKE. So far I have the container working"
myquest4 sh,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>How can I reset RESTART counts to zero in below Kubernetes command output. I know stats are saved in etcd, but how to reset/erase the data?</p>
<pre><code>/home/mytest&gt;kubectl get pods -A -o wid"
Nimsa,0,accept,2.1,Namespace,conceptual,0.0,2,3,2,1,2,True,True,<p>Is there a variant of <code>kubectl delete all --all</code> command or some other command to delete all resources except the <em>kubernetes service</em>?</p>
Illidan,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Looking into Kubernetes documentation:</p>

<ul>
<li><a href=""https://kubernetes.io/docs/concepts/policy/pod-security-policy/"" rel=""noreferrer"">Pod Security Policy</a></li>
<li><a href=""https://kub"
jonnybinthemix,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I think just a quick sanity check, maybe my eyes are getting confused. I'm breaking a monolithic terraform file into modules. </p>

<p>My <code>main.tf</code> call just two modules, <code>gke</code"
Chris,0,discard_score,1.75,Service,conceptual,0.3,2,2,3,1,2,True,False,"<p>I am new to Kubernetes and started reading through the documentation.
There often the term 'endpoint' is used but the documentation lacks an explicit definition.</p>

<p>What is an 'endpoint' in te"
Chirrut Imwe,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I am following the steps in the getting started guide for <a href=""https://github.com/kubeflow/website/blob/master/content/docs/started/getting-started-minikube.md"" rel=""nofollow noreferrer"">kubefl"
Ashish Chettri,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,<p>I am using docker + AKS to manage my containers. When I run my containers locally/or on a VM using docker-compose ..my services(which are containerized) can communicate with my databases which are 
Chintamani,0,discard_score,1.65,Service,conceptual,0.3,2,2,2,1,3,True,False,"<p>I have created a local ubuntu Kubernetes cluster,  having 1 master and 2 slave nodes.</p>

<p>I deployed 2 applications in 2 pods and created service for both of the pods, it's working fine.
I ente"
Tauqir Chaudhry,0,discard_score,1.5,Ingress,followup,0.3,1,3,2,1,2,True,False,"<p>I have asked myself this question and invested time researching it. Running out of time. Can someone point me in the right direction?
I have created a kubernetes cluster on minikube, with its Ingre"
greg,0,discard_score,1.7,Pod,yaml_gen,0.3,1,3,3,1,2,True,False,"<p>I am creating a Replication controller with one init-container. however the init container fails to start and the status of the pod is:</p>

<pre><code>NAME                       READY     STATUS  "
R2D2,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Is there any easy command line option to export my entire ETCD database to json file but also  decode the keys and values automatically from base64?</p>
<p>What I succeeded to the moment is this(ex"
e741af0d41bc74bf854041f1fbdbf,0,accept,2.1,Pod,conceptual,0.0,2,3,2,1,2,True,True,"<p>Hei,</p>

<p>I'm looking for the documentation for Kubernetes's configuration files. The ones used by kubectl (e.g. <code>kubectl create -f whatever.yaml</code>).</p>

<p>Basically, the Kubernetes "
George Shuklin,0,review,1.95,PersistentVolumeClaim,conceptual,0.0,2,2,2,1,3,True,True,"<p>I know that PVC can be used as a volume in k8s. I know how to create them and how to use, but I couldn't understand why there are two of them, PV and PVC. </p>

<p>Can someone give me an architectu"
Slothario,0,discard_g3,0.0,Pod,conceptual,0.0,0,0,0,0,0,False,True,"<p>I'm new to k8s, so some of my terminology might be off. But basically, I'm trying to deploy a simple web api: one load balancer in front of n pods (where right now, n=1). </p>

<p>However, when I t"
Developer,0,discard_score,1.75,Pod,relationship,0.3,2,2,3,1,2,True,False,"<p>What happened:
I have been following this guidelines: <a href=""https://kubernetes.io/docs/setup/minikube/"" rel=""noreferrer"">https://kubernetes.io/docs/setup/minikube/</a> and I have the ""connection"
Barry Jacobs,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>Could someone explain the benefits/issues with hosting a database in Kubernetes via a persistent volume claim combined with a storage volume over using an actual cloud database resource? </p>
JazzyP,0,discard_score,1.7,Service,followup,0.3,2,3,2,1,1,True,False,<p>I have set up an EKS cluster using eksctl using all the default settings and now need to communicate with an external service which uses IP whitelisting. Obviously requests made to the service from
newbielearner,0,review,1.8,Deployment,conceptual,0.3,2,3,2,1,2,True,False,"<p>I am really new on this kind of stuff, new on Kubernetes and Docker, but already have some experience on Java.</p>

<p>I tried using Docker Hub by connecting it to GitHub.</p>

<p>On my Git-hub the"
areller,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have some questions about the golang API for kubernetes.</p>

<ol>
<li><p>which one should I use? k8s.io/client-go or k8s.io/kubernetes/pkg/client? What's the difference?</p></li>
<li><p>I want t"
roy,0,discard_score,1.8,Role,conceptual,0.0,3,1,2,1,1,True,True,<p>I am trying to add new user to EKS cluster and giving then access. So far I was able to add the user just by editing <code>configmap/aws-auth</code> (<code>kubectl edit -n kube-system configmap/aws
Shruthi Bhaskar,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I had a t2.micro server running where i had deployed Minikube, however due to memory issue i scared up the server size. For which i had to stop and start the instance.</p>

<p>But now after restart"
merlin2011,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Consider the following shell script, where <code>POD</code> is set to the name of a K8 pod.</p>
<pre><code>kubectl exec -it $POD -c messenger -- bash -c &quot;echo '$@'&quot;
</code></pre>
<p>When "
David Bruce Borenstein,0,discard_score,1.35,Ingress,relationship,0.3,1,2,3,1,1,True,False,"<p>In the Amazon EKS User Guide, there is <a href=""https://docs.aws.amazon.com/eks/latest/userguide/alb-ingress.html"" rel=""nofollow noreferrer"">a page</a> dedicated to creating ALB ingress controllers"
krishna m,0,discard_score,1.6,Service,conceptual,0.3,1,3,2,1,3,True,False,<p>When I try to run <code>kubectl get namespaces</code> or <code>kubectl get nodes</code> commands etc. I am getting this error (I am using Azure Kubernetes Service). I would appreciate any help with
Kapil Gupta,0,review,1.9,Pod,conceptual,0.0,1,3,2,1,3,True,True,<p>I have several docker images that I want to use with <code>minikube</code>. I don't want to first have to upload and then download the same image instead of just using the local image directly. How
Kryten,0,discard_g3,0.0,Ingress,conceptual,0.0,0,0,0,0,0,False,True,"<p><strong>Updated</strong></p>

<p>So, I followed the <a href=""https://docs.aws.amazon.com/eks/latest/userguide/fargate-getting-started.html"" rel=""nofollow noreferrer"">AWS docs</a> on how to setup an"
Quoc Lap,0,review,1.8,Service,yaml_gen,0.3,3,1,3,1,2,True,False,"<p>I have a config file named ""pod.yaml"" for making a pod like bellow:</p>

<p><code>
apiVersion: v1
kind: Pod
metadata:
  name: myapp
  labels:
    app: myapp
spec:
    containers:
      - name: come"
Jithin Thomas,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a Kubernetes cluster with 2 containers running in a single workload. </p>

<p>One container is running a Flask server application and the other is running an angular application.  I need to "
Constantine Loukas,0,discard_score,1.55,Pod,relationship,0.3,1,2,3,1,3,True,False,"<p>I have a Microk8s cluster running gitea, harbor and droneci. Everything is hosted under *.dev.mydomain.com and there is a wildcard certificate for that. The certificate is signed using a private CA"
Jenny M,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to create a shell-script which examine the cluster
Status.**</p>

<p>I saw that the <code>kubectl describe-nodes</code> provides lots of data
I can output it to json and then parse it but ma"
Ijaz Ahmad,0,accept,2.1,Role,conceptual,0.0,2,3,2,1,2,True,True,"<p>There are some methods natively supported such as basic auth , X509 certificates and webhook tokens.</p>

<p>Is there some workaround/project to use LDAP for user authentication with Kubernetes. I "
Frederick Haug,0,discard_g2,0.0,Configmap,conceptual,0.0,0,0,0,0,0,True,True,<p>I am trying to setup Fluent Bit for Kuberentes on EKS + Fargate. I was able to get logs all going to one general log group on Cloudwatch but now when I add fluent-bit.conf: | to the data: field  an
Kyle,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have tried setting max nodes per pod using the following upon install:</p>
<pre class=""lang-sh prettyprint-override""><code>curl -sfL https://get.k3s.io | INSTALL_K3S_EXEC=&quot;--max-pods 250&quo"
user674669,0,discard_score,1.4,Service,conceptual,0.3,1,3,2,1,1,True,False,"<p>Is it possible to visualize kubernetes topology and see it update on-the-fly as objects are added/deleted/linked?</p>

<p>I saw a video at <a href=""https://www.youtube.com/watch?v=38SNQPhsGBk"" rel="
Huy Hoang Pham,0,discard_score,1.45,Ingress,conceptual,0.3,2,2,2,1,1,True,False,"<p>For our use-case, we need to access a lot of services via NodePort. By default, the NodePort range is 30000-32767. With <strong>kubeadm</strong>, I can set the port range via <em>--service-node-por"
meghashukla,0,review,1.95,Role,relationship,0.0,2,2,3,1,1,True,True,"<p>I have to setup a monitoring environment for my EKS cluster.
Prometheus is running on external node and I am trying to use node exporter daemonset for getting metrics.
But on prometheus when I see "
Tywin Lannister,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>We have an openshift container platform url that contains multiple projects like</p>

<ul>
<li>project1</li>
<li>project2</li>
<li>project3</li>
</ul>

<p>Each project contains several pods that we"
Karthik,0,discard_score,1.4,Service,conceptual,0.3,2,1,2,1,3,True,False,"<p>I am using Kubernetes Service of type Cluster IP, which will expose a deployment. 
In my container I want to use the Service IP (cluster IP). Is there any way I can get the IP Address inside the Po"
Nesim Pllana,0,discard_score,1.75,Service,conceptual,0.3,2,2,3,1,2,True,False,"<p>What is the simplest way to find out the Availability of a K8s service over a period of time, lets say 24h. Should I target a pod or find a way to calculate service reachability</p>"
sam,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,"<p>I need to start kubernetes pods in a sequence like pod2 should start only when pod1 is up and running.</p>

<p>we can do this in <code>docker-compose.yml</code> using <code>depends_on</code></p>"
emp440,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I'm moving an Apache Mesos application, where my configurations are based in JSON, to Kubernetes, where my configurations are based in YAML. Would the JSON configuration files work as a YAML file s"
cryanbhu,0,discard_score,1.6,Service,conceptual,0.3,3,1,2,1,2,True,False,"<p>I have a Kubernetes Service that selects by doing:</p>

<pre><code>spec: 
  selector: 
    backend: nlp-server
</code></pre>

<p>If there are multiple <code>Pods</code> which match the selector, wh"
Dan Bowling,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>If a node loses communication with the master, will it continue to run its workload in a self-healing way?</p>

<p>For instance, if the master is unavailable and a pod exceeds its cpu limit and is "
Shannon,0,discard_score,1.55,Service,followup,0.3,2,2,2,1,2,True,False,"<p>currently i used docker-compose to arrange my application that consists of 3 dockerimages - a postgresql database and 2 wildfly application servers (Frontend-ui, backend).</p>

<p>My <strong>docker"
Amanjeet Singh,0,discard_score,1.5,Service,conceptual,0.3,1,3,2,1,2,True,False,"<p>I basically want to find the hard eviction strategy that kubelet is currently using.<br>
I checked the settings in the /etc/systemd/system/kubelet.service file on my K8s node. In that the strategy "
Ock,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a kubernetes setup with the configuration like below:</p>
<pre class=""lang-yaml prettyprint-override""><code>#---
kind: Service
apiVersion: v1
metadata:
  name: myservice
spec:
  selector:
  "
Tolga Golelcin,0,review,1.9,Deployment,followup,0.3,2,3,2,1,3,True,False,"<p>What about ReplicaSet_B and ReplicaSet_A update the same db? I hoped the pods in ReplicaSet_A were stopped with taking a snapshot. But there is not any explanation like this in <a href=""https://kub"
GrimSmiler,0,discard_g3,0.0,Service,conceptual,0.0,0,0,0,0,0,False,True,"<p>I have a problem that my pods in minikube cluster are not able to see the service through the domain name.</p>

<p>to run my minikube i use the following commands (running on windows 10):<br>
<code"
likejudo,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have Windows 11 Home (which does not allow Hyper-V, only Pro edition does).
Installed WSL2 and Docker Desktop.</p>
<p>Installed Minikube using Chocolatey but it refused to start.
Searching on SO,"
rhatr,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>Is <a href=""https://jfrog.com/container-registry/"" rel=""noreferrer"">the registry</a> a pivot for JFrog product portfolio or is it some set of additional capabilities? The functionality is very inte"
P Ekambaram,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>We are planning to setup Highly Available Jenkins setup in container platform using kubernetes. We are looking at setting up one Active master and another master in standby mode.
Jenkins data volum"
Fred Ma,0,discard_score,1.35,Pod,relationship,0.3,1,2,3,1,1,True,False,<p>So I'm setting up a NATS cluster at work in OpenShift. I can easily get things to work by having each NATS server instance broadcast its Pod IP to the cluster. The guy I talked to at work strongly 
bonomo,0,review,1.9,Service,yaml_gen,0.3,2,3,3,1,1,True,False,"<p>In CI, with gcp auth plugin I was using gcloud auth activate-service-account ***@developer.gserviceaccount.com --key-file ***.json prior to execute kubectl commands.
Now with gke-gcloud-auth-plugin"
codec,0,discard_score,1.65,Namespace,conceptual,0.0,1,2,2,1,3,True,True,<p>My namespace has some custom metadata labels. Some have the labels some don't. Is there any way to get the namespaces which has a particular label using kubectl?</p>
A G,0,discard_score,1.75,Ingress,relationship,0.3,2,2,3,1,2,True,False,"<p>I'm doing some tutorials using k3d (k3s in docker) and my yml looks like this:</p>
<pre><code>apiVersion: apps/v1
kind: Deployment
metadata:
  name: nginx
  labels:
    app: nginx
spec:
  selector:"
scniro,0,discard_score,1.8,Namespace,conceptual,0.0,3,1,2,1,1,True,True,"<p>I am trying to delete <a href=""https://github.com/tektoncd/pipeline"" rel=""nofollow noreferrer"">tekton</a> kubernetes resources in the context of a service account with an on-cluster kubernetes conf"
rahulmohan,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,<p>I have a few different containerized web apps running on Azure Container Instance (ACI). I recently noticed that some of these containers just restart with no apparent reason once in a month or so.
Eric Lee,0,discard_score,1.5,Deployment,conceptual,0.3,1,3,2,1,2,True,False,"<p>I have 3 applications in separate directories handled with the kubernetes manifest files.</p>
<p>And I want to use terraform to deploy all the applications in different directories.</p>
<p>The stru"
ygnr,0,review,1.85,PersistentVolume,conceptual,0.3,3,2,2,1,2,True,False,"<p>I am trying to create a Dynamic storage volume on Kubernetes in Ali cloud. 
First I have created a storage class.</p>

<pre><code>kind: StorageClass
apiVersion: storage.k8s.io/v1beta1
metadata:
  n"
japiasec,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I need to forward port of one Kubernetes pods. One possible way is to execute kubectl command like bellow:</p>

<p>kubectl port-forward podm-resource-manager-56b9ccd59c-8pmdn 8080</p>

<p>Is there "
Jxadro,0,discard_score,1.6,Namespace,conceptual,0.0,2,1,2,1,2,True,True,"<p>Is it possible to configure which storageclasses can be used by namespace?</p>

<p>So for example I have a single cluster for production and development.</p>

<p>I want to configure a set of storag"
Yaakov Shami,0,review,1.85,Deployment,conceptual,0.3,3,2,2,1,2,True,False,"<p>I have a problem with a local kind kubernetes cluster I have.</p>
<p>I applied a regcred secret with the relevant details of my private registry and then a deployment file pointing to that registry"
Lior Baber,0,review,1.9,Pod,conceptual,0.0,1,3,2,1,3,True,True,"<p>i'm trying to find out how to get <code>preStop</code> execution result for debugging purposes. </p>

<p>I'm creating a pod (not part of a deployment) with the following lifecycle definition:</p>

"
matth3o,0,discard_score,1.4,Pod,yaml_gen,0.3,2,1,3,1,1,True,False,"<p>Is there a way to configure kube-proxy in GKE?</p>

<p>I can see the pods creating from the daemonset, but I cannot see the daemonset itself.</p>

<p>Thanks for your help.</p>"
Moein,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>At the moment I have the following config in one of my services:</p>
<pre><code>spec:
  clusterIP: None
  ports:
  - name: grpc
    port: 9000
    protocol: TCP
    targetPort: 9000
  selector:
   "
warbaque,0,discard_g2,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>How can I check and/or wait that apiVersion and kind exists before trying to apply resource using those?</p>

<p><strong>Example:</strong></p>

<p><em>Install cilium and network policy using cilium"
Devendra Bhatte,0,review,1.8,Job,conceptual,0.3,2,3,2,1,2,True,False,"<p>I currently use the following script to wait for the job completion</p>

<p><code>ACTIVE=$(kubectl get jobs my-job -o jsonpath='{.status.active}')
until [ -z $ACTIVE ]; do ACTIVE=$(kubectl get jobs"
likejudo,0,discard_score,1.45,Service,relationship,0.3,1,2,3,1,2,True,False,"<p>(WSL2, minikube, Windows 11, Calico plugin, Docker-Desktop)</p>
<p>I simply don't understand why curl timed out when doing <code>curl http://$(minikube ip):32000</code>.
I saw <a href=""https://stac"
blee908,0,discard_score,1.75,Service,conceptual,0.3,3,2,2,1,1,True,False,"<p>We're trying to create different kuberentes secrets and offer access to specific secrets through specific service accounts that are assigned to pods. For example:</p>
<p>Secrets</p>
<pre><code>- Us"
coderWorld,0,accept,2.05,Deployment,yaml_gen,0.3,3,2,3,1,2,True,False,"<p>I have the following deployment.yaml file in Kuberentes:</p>
<pre><code>apiVersion: apps/v1
kind: Deployment
metadata:
  name: basic-deployment
spec:
  replicas: 2
  selector:
    matchLabels:
    "
Byron  Hsu,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I've tried to reproduce the <a href=""https://github.com/kubernetes-client/java/blob/master/examples/src/main/java/io/kubernetes/client/examples/Example.java"" rel=""nofollow noreferrer"">example in k8"
Vsevolod Mitskevich,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>We are building application with argo workflows. We are wondering if we could just set up opentelemetry collector inside of our kubernetes cluster, and start using it as stdout exporter into elasti"
Nicolas Landier,0,discard_g1,0.0,,conceptual,0.0,0,0,0,0,0,True,True,"<p>I have a Python process that does some heavy computations with Pandas and such - not my code so I basically don't have much knowledge on this.</p>
<p>The situation is this Python code used to run p"
Vijay,0,accept,2.4,Pod,yaml_gen,0.3,3,3,3,1,3,True,False,"<p>How to check if a pod has access to url something like this.</p>
<p>http://hostname:8080.</p>
<p>It says connection failed, I went through lot of documentation, unable to figure out how to check th"
